name,quadrant,ring,isNew,status,description
DotNET Framework,Languages and Frameworks,Use,TRUE,New,<p>Deployable only on windows machines</p>
DotNET Core,Languages and Frameworks,Use,TRUE,New,<ul><li>Ben</li></ul>
