name,quadrant,ring,isNew,status,description
.Net / .NET Framework,Languages and Frameworks,Use,TRUE,New,<p>Deployable only on windows machines</p>
.Net / .NET Core,Languages and Frameworks,Use,TRUE,New,<ul><li>Ben</li></ul>
